nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,nama_kelurahan,nama_kecamatan,nama_kota,competitor_density_500m,jarak_kompetitor_meter,kompetitor_head_to_head,jarak_pasar_meter,pasar_terdekat,pelanggaran_zonasi,cluster_hdbscan_makro,cluster_hdbscan_prob,cluster_dbscan_hotspot,spatial_risk_score
indomaret srengseng,4.3,195,-6.3455694,106.8262261,"jl. yon zikon 14 no.1-32, rt.6/rw.6, srengseng sawah, kota jakarta selatan",ChIJ-2nJhS7saS4RpCO7nEHGBsU,Indomaret,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan,3,107.73,0,1786.5405910698746,pasar lenteng agung,0,1,0.9318321210814513,-1,0.1549
indomaret desa putra,4.6,117,-6.3411344,106.8274065,"jl. desa putra no.52, rt.7/rw.5, srengseng sawah, kota jakarta selatan",ChIJ3TQhlPPtaS4R4L49oeHOWVI,Indomaret,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan,3,23.76,1,1290.13351494586,pasar lenteng agung,0,1,0.9318321210814513,-1,0.1549
indomaret,0.0,0,-6.335050799999999,106.8131039,"jl. sadar raya no.75 a, rw.2, ciganjur, kota jakarta selatan",ChIJK1AskZ3vaS4REypC6pL89EA,Indomaret,Ciganjur,Jagakarsa,Kota Jakarta Selatan,1,37.89,1,2099.4713187390225,pasar timbul jagakarsa,0,-1,0.0,-1,0.0206
indomaret,4.5,44,-6.3387782,106.8218532,"jl. moch. kahfi ii no.14e, rt.1/rw.4, ciganjur, kota jakarta selatan",ChIJ-Q7w6dTtaS4RDEfVifDRyGE,Indomaret,Ciganjur,Jagakarsa,Kota Jakarta Selatan,0,648.01,0,1527.0038183363893,pasar lenteng agung,0,-1,0.0,-1,0.0
indomaret rsu aulia,4.9,12,-6.335074,106.8273801,"jl. jeruk raya no.11, rw.1, jagakarsa, kota jakarta selatan",ChIJodfZVs3taS4Rnyv5NOI9wSw,Indomaret,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,3,110.04,0,790.303411331745,pasar lenteng agung,0,1,0.8464767173287505,-1,0.1464
indomaret lenteng agung 2,4.4,197,-6.3349815,106.8344234,"jl. raya lenteng agung no.25, rt.3/rw.4, srengseng sawah, kota jakarta selatan",ChIJ9fzyS8_taS4Ra0JH3lgQjic,Indomaret,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan,5,186.69,0,443.75250163311523,pasar lenteng agung,1,1,1.0,37,0.7529
indomaret margasatwa raya,3.6,48,-6.313039300000001,106.8000683,"jl. margasatwa no.41, rt.8/rw.2, pd. labu, kota jakarta selatan",ChIJP8XfLBHuaS4RUZWOBnFgxCo,Indomaret,Pondok Labu,Cilandak,Kota Jakarta Selatan,5,38.57,1,703.1199505184608,pasar pondok labu,0,6,1.0,-1,0.2029
indomaret pinang raya,4.1,147,-6.3081054,106.7981876,"jl. pinang raya no.9, rt.2/rw.9, pd. labu, kota jakarta selatan",ChIJteuioxnuaS4R3u6TiMK2DHc,Indomaret,Pondok Labu,Cilandak,Kota Jakarta Selatan,1,43.68,1,671.8132578916607,pasar pondok labu,0,6,0.7576954118878703,-1,0.0964
indomaret,4.3,190,-6.310845,106.8031917,"jalan margasatwa, rt.1/rw.3, pondok labu, cilandak, rt.1/rw.3, pd. labu, kota jakarta selatan",ChIJz_7MYxDuaS4RL6XfEsDgb-M,Indomaret,Pondok Labu,Cilandak,Kota Jakarta Selatan,4,262.68,0,1054.2188628306742,pasar pondok labu,0,6,0.9690886441721854,-1,0.1793
indomaret radio dalam 2,4.4,116,-6.2557519,106.790021,"jl. bri radio dalam no.83, rt.1/rw.8, gandaria utara, kota jakarta selatan",ChIJS-XZvAvxaS4R0DsvIJwCgMs,Indomaret,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan,4,72.21,0,1676.8169679723799,pasar mayestik,0,20,1.0,-1,0.1824
indomaret point,3.7,11,-6.2371779,106.7826854,"stasiun kebayoran, jl. mesjid al huda no.1a, rt.3/rw.1, kby. lama utara, kota jakarta selatan",ChIJ1yLGXyDxaS4R85Dgviw7Wro,Indomaret,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan,3,32.85,1,1038.7353003996302,pasar mayestik,0,7,1.0,27,0.3118
indomaret setiabudi 17 ttap,4.7,9,-6.2104472,106.8230337,"jl. setiabudi raya no.17, rt.2/rw.2, kuningan, karet kuningan, kota jakarta selatan",ChIJT8CQPFb1aS4RK8qucus35Ww,Indomaret,Karet Kuningan,Setiabudi,Kota Jakarta Selatan,6,5.17,1,491.8107295081675,pasar karbela,1,24,1.0,41,0.7735
indomaret the peak - tapq,0.0,0,-6.2105197,106.8242588,"qrqf+rj4, the peak jalan setiabudi raya, rt.2/rw.2, kuningan, setia budi, kota jakarta selatan",ChIJ_1BcKv_1aS4Rlooh3g26uJc,Indomaret,Setia Budi,Setiabudi,Kota Jakarta Selatan,6,136.03,0,407.6259621993901,pasar karbela,1,24,1.0,41,0.7735
indomaret (tokx),0.0,0,-6.206626099999999,106.8267823,"jl. setia budi viii no.10, rt.2/rw.3, kuningan, setia budi, kota jakarta selatan",ChIJq1gLE__1aS4RWeHN-mgTXGM,Indomaret,Setia Budi,Setiabudi,Kota Jakarta Selatan,3,289.71,0,776.125058624783,pasar mencos,0,-1,0.0,-1,0.0618
indomaret point tlt,5.0,1,-6.230163699999999,106.8183432,"jl. gatot subroto no.kav 52, rt.6/rw.1, kuningan bar., kota jakarta selatan",ChIJ4RbvS9PzaS4R6hZNBfVLPa4,Indomaret,Kuningan Barat,Mampang Prapatan,Kota Jakarta Selatan,5,43.11,1,1054.416280147138,pasar santa,0,10,1.0,-1,0.2029
indomaret dinas pariwisata (ttpb) kpdp koperasi dinas pariwisata,5.0,1,-6.2350141,106.821856,"jl. kuningan barat raya, rt.6/rw.1, kuningan bar., kota jakarta selatan",ChIJCaIfAS3zaS4RU05zKohxCf0,Indomaret,Kuningan Barat,Mampang Prapatan,Kota Jakarta Selatan,1,514.51,0,1039.3674574336706,pasar santa,0,-1,0.0,-1,0.0206
indomaret convenience store point,4.0,25,-6.2048824,106.8226389,"wisma indosemen lantai gf/annex kav. 70-71, jl. jenderal sudirman, rt.3/rw.3, kuningan, setia budi, kota jakarta selatan",ChIJJ5m3hBz0aS4RBJ9_gwBC4gk,Indomaret,Setia Budi,Setiabudi,Kota Jakarta Selatan,2,471.83,0,1050.9977310110332,pasar mencos,0,-1,0.0,-1,0.0412
indomaret,4.3,104,-6.302203,106.7919364,"jl. lb. bulus iii no.40, rt.9/rw.7, cilandak bar., kota jakarta selatan",ChIJaxj8TyDuaS4RmJ8rDkpB2GA,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan,2,394.2,0,1134.281499830375,pasar pondok labu,0,-1,0.0,-1,0.0412
indomaret,0.0,0,-6.3070032,106.7936899,"10, rt.4/rw.10, pondok labu, kota jakarta selatan",ChIJPz4W5BPvaS4RoUnKBAiaL3o,Indomaret,Pondok Labu,Cilandak,Kota Jakarta Selatan,6,217.68,0,582.5762715762927,pasar pondok labu,0,6,0.9251131605323332,-1,0.216
indomaret karang tengah raya,4.3,108,-6.3013439,106.7805495,"bona indah plaza, jl. karang tengah raya no.1, rt.5/rw.4, lb. bulus, kota jakarta selatan",ChIJ7aqqqinuaS4RKy68g0RuyMk,Indomaret,Lebak Bulus,Cilandak,Kota Jakarta Selatan,4,287.33,0,1897.1941143015445,pasar pondok labu,0,5,1.0,42,0.3324
indomaret fatmawati 26,4.3,6,-6.3043705,106.7951843,"jl. rs. fatmawati raya no.26, rt.1/rw.7, pd. labu, kota jakarta selatan",ChIJ-WTA4iHuaS4RhhDcoecn57U,Indomaret,Pondok Labu,Cilandak,Kota Jakarta Selatan,3,149.87,0,889.3697694430307,pasar pondok labu,0,6,0.7729621480418668,-1,0.1391
indomaret ciputat raya 4,0.0,0,-6.2776029,106.7794317,"jl. ciputat raya 24 rt 009 rw 002, pondok pinang, kebayoran lama, rt.11/rw.15, pondok pinang, kota jakarta selatan",ChIJE1VVVbbxaS4R-dLB7PhRuak,Indomaret,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,3,324.01,0,2026.8328784434723,pasar mede pd pasar jaya,0,8,1.0,-1,0.1618
indomaret minimarket bona indah plaza,4.5,6,-6.3009042,106.7806588,"bona indah plaza no.a2/d3 jl. karang tengah raya, rt.7/rw.6, lb. bulus, kota jakarta selatan",ChIJJesreyjuaS4RF1nrMU1l0JE,Indomaret,Lebak Bulus,Cilandak,Kota Jakarta Selatan,4,330.64,0,1919.664913784211,pasar pondok labu,0,5,1.0,-1,0.1824
indomaret karang tengah 39,4.4,90,-6.305912300000001,106.7816935,"mqvj+jmp, rt.6/rw.4, lebak bulus, kota jakarta selatan",ChIJraDzUtLvaS4RD7IR82uJtEo,Indomaret,Lebak Bulus,Cilandak,Kota Jakarta Selatan,4,82.25,0,1507.6694667022653,pasar pondok labu,0,5,1.0,42,0.3324
indomaret hybrid lebak bulus/008,4.6,13,-6.3101176,106.780875,"jl. karang tengah raya no.1, rt.1/rw.3, lb. bulus, kota jakarta selatan",ChIJBwBd3S_uaS4RMBfxWKiy408,Indomaret,Lebak Bulus,Cilandak,Kota Jakarta Selatan,2,396.66,0,1443.2194586629882,pasar pondok labu,0,-1,0.0,-1,0.0412
indomaret bona indah,3.2,5,-6.2974692,106.7824281,"indomaret, jl. lb. bulus i no.23, rt.1/rw.1, lebak bulus, kota jakarta selatan",ChIJ5cZCSA_xaS4RWfbV5rM0sBg,Indomaret,Lebak Bulus,Cilandak,Kota Jakarta Selatan,2,701.58,0,1853.087112200229,pasar mede pd pasar jaya,0,-1,0.0,-1,0.0412
indomaret pondok labu,4.1,52,-6.310976699999999,106.7934225,"jl. rs fatmawati no.8, rt.7/rw.1, pd. labu, kota jakarta selatan",ChIJuZWfRT3uaS4RPJR0-gix6to,Indomaret,Pondok Labu,Cilandak,Kota Jakarta Selatan,7,60.24,0,145.47675220720583,pasar pondok labu,1,6,1.0,-1,0.6441
indomaret h.ipin,4.3,123,-6.3118874,106.7902907,"jl. h. ipin no.11, rw.1, pd. labu, kota jakarta selatan",ChIJWagF6TzuaS4RChibXwRnJgA,Indomaret,Pondok Labu,Cilandak,Kota Jakarta Selatan,4,189.63,0,385.1446921572057,pasar pondok labu,1,6,0.9973857956200096,-1,0.5821
indomaret caringin,4.5,183,-6.283199900000001,106.7926034,"jl. caringin utara no.32, rw.10, cilandak bar., kota jakarta selatan",ChIJMRDIwMHxaS4RGxUodpMMNq8,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan,4,104.15,0,495.16226650909243,pasar mede pd pasar jaya,1,19,1.0,-1,0.5824
indomaret fatmawati no.6,3.9,13,-6.2942065,106.7950223,"jl. rs. fatmawati raya no.6, rt.2/rw.5, cilandak bar., kota jakarta selatan",ChIJ6yLv7KvxaS4RlTGBTyv0phM,Indomaret,Cilandak Barat,Cilandak,Kota Jakarta Selatan,7,37.91,1,827.4784163919425,pasar mede pd pasar jaya,0,16,1.0,21,0.3941
indomaret reno pangkalan jati,4.4,61,-6.3131032,106.7963693,"jl. pangkalan jati no.8, rt.2/rw.5, pd. labu, kota jakarta selatan",ChIJ_YPzTRbuaS4RBMIVZIUvApQ,Indomaret,Pondok Labu,Cilandak,Kota Jakarta Selatan,6,55.87,0,304.1595345304802,pasar pondok labu,1,6,1.0,-1,0.6235
indomaret,4.0,1,-6.311003200000001,106.7935373,"mqqv+hcv, jl. h. ipin, rt.7/rw.1, pd. labu, kota jakarta selatan",ChIJI9WSpdXvaS4RyrpdfY2WyYA,Indomaret,Pondok Labu,Cilandak,Kota Jakarta Selatan,7,56.15,0,139.87603118692002,pasar pondok labu,1,6,1.0,-1,0.6441
indomaret adhiyaksa lebak bulus,4.5,13,-6.2977921,106.7762749,"4, jl. adhyaksa vii no.5, rw.5, lb. bulus, kota jakarta selatan",ChIJo6D2K9TxaS4RRAFRFQZF85I,Indomaret,Lebak Bulus,Cilandak,Kota Jakarta Selatan,1,278.96,0,2432.1901547149046,pasar mede pd pasar jaya,0,5,1.0,-1,0.1206
indomaret ciputat raya 2a-b,4.9,26,-6.2512092,106.7780693,"pqxh+g69, jl. ciputat raya, rt.9/rw.8, kby. lama utara, kota jakarta selatan",ChIJM0m-HlLxaS4R1ijwvB3yJVg,Indomaret,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan,7,371.38,0,1876.3171866947675,pasar mayestik,0,18,0.8764257739691156,-1,0.2318
indomaret stasiun tebet,5.0,1,-6.2258363,106.8576173,"lapangan ros selatan no.45c, rt.4/rw.1, tebet tim., kota jakarta selatan",ChIJ111irRfzaS4RZQVb6NYgSuU,Indomaret,Tebet Timur,Tebet,Kota Jakarta Selatan,12,113.86,0,921.364361745425,pasar jaya bukit duri,0,22,1.0,2,0.4971
alfamart,4.4,43,-6.233994099999999,106.8496706,"jl. tebet barat, no. iv, no. 7, rt. 016 / 04, kel, rt.16/rw.2, tebet bar., kota jakarta selatan",ChIJ9Vwe-pbzaS4RRlQmSFdW96A,Alfamart,Tebet Barat,Tebet,Kota Jakarta Selatan,3,450.55,0,806.3845996187973,pasar pspt,0,-1,0.0,-1,0.0618
alfamart,5.0,3,-6.2392783,106.832538,"jl. gatot subroto no.kav 56, rt.1/rw.4, kuningan tim., kota jakarta selatan",ChIJXb2FxfXzaS4RMmmtYeQEE18,Alfamart,Kuningan Timur,Setiabudi,Kota Jakarta Selatan,2,547.22,0,612.3650025098794,pasar ar riyadh,0,9,0.642950865066802,-1,0.1055
alfamart lapangan ros hrn,3.7,9,-6.225838,106.8587398,"jl. kh abdullah syafei no.45, rt.1/rw.3, kb. baru, kota jakarta selatan",ChIJw46yqITzaS4ROj6VVe4JA9g,Alfamart,Kebon Baru,Tebet,Kota Jakarta Selatan,16,8.5,1,972.035549611903,pasar jaya bukit duri,0,22,1.0,2,0.5794
alfamart,4.3,21,-6.2349423,106.8570767,"jl. tebet timur dalam raya kel no.9, rt.5/rw.6, tebet tim., kota jakarta selatan",ChIJHxShupTzaS4Rfd_GHD6Fkqw,Alfamart,Tebet Timur,Tebet,Kota Jakarta Selatan,4,162.63,0,26.683090808481307,pasar pspt,1,15,0.7989828110302205,-1,0.5623
alfamart,4.3,94,-6.238003099999999,106.8602481,"jl. asem baris raya no.146, rt.11/rw.012 kel, kb. baru, kota jakarta selatan",ChIJ515758zzaS4RzrzdPn8horE,Alfamart,Kebon Baru,Tebet,Kota Jakarta Selatan,4,110.44,0,493.6232729197787,pasar pspt,1,15,0.7989828110302205,-1,0.5623
alfamart,4.2,21,-6.2210936,106.8542056,"jl. bukit duri selatan kel no.1, rt.4/rw.4, bukit duri, kota jakarta selatan",ChIJXYFIBYbzaS4R8Sd5JpbmsT0,Alfamart,Bukit Duri,Tebet,Kota Jakarta Selatan,8,368.05,0,339.73378292507164,pasar jaya bukit duri,1,22,0.3645638018175559,44,0.7512
alfamart,4.4,115,-6.2296444,106.8533086,"jl. tebet raya no.10a, rt.9/rw.4 kel, tebet tim., kota jakarta selatan",ChIJrwK7gpDzaS4RiLpXd52lzmk,Alfamart,Tebet Timur,Tebet,Kota Jakarta Selatan,4,221.0,0,722.5529334706703,pasar pspt,0,22,0.33633579943610153,-1,0.116
alfamart,4.5,19,-6.253404799999999,106.8401304,"jl. duren tiga selatan no.88, rt.1/rw.001 kel, pancoran, kota jakarta selatan",ChIJAXBtHt7zaS4RqSjmY_L6_Tg,Alfamart,Pancoran,Mampang Prapatan,Kota Jakarta Selatan,4,39.3,1,742.8561746099001,pasar kaget,0,9,0.9318732976378261,7,0.3255
alfamart express,0.0,0,-6.2425745,106.8586384,"jl. tebet timur raya no.55, rw.14, tebet tim., kota jakarta selatan",ChIJA4mAfRjzaS4RW9IHZeqsAaw,Alfamart,Tebet Timur,Tebet,Kota Jakarta Selatan,7,384.82,0,855.098056381968,pasar pspt,0,15,0.9636128521260882,43,0.3905
alfamart,5.0,1,-6.2435925,106.8322469,"jl. tegal parang utara no.23a, rt.15/rw.007, kel, kota jakarta selatan",ChIJ7yB92wvzaS4RB20MfN2CxwI,Alfamart,Kel,Mampang Prapatan,Kota Jakarta Selatan,7,70.17,0,206.94285577963356,pasar ar riyadh,1,9,1.0,10,0.7941
alfamart,4.3,68,-6.2295531,106.8467864,"jl dr soepomo sh no 73d menten, rt.2/rw.15, menteng dalam, kota jakarta selatan",ChIJFRyV05PzaS4RMYjyqWOO87o,Alfamart,Menteng Dalam,Tebet,Kota Jakarta Selatan,2,82.87,0,1274.3216229226682,pasar pspt,0,-1,0.0,-1,0.0412
alfamart,3.0,2,-6.233449999999999,106.85983,"jl. asem baris raya kel no.8 rt 2/6, rt.2/rw.6, kb. baru, kota jakarta selatan",ChIJufbg8FXzaS4RNHykvXTY9ec,Alfamart,Kebon Baru,Tebet,Kota Jakarta Selatan,3,465.39,0,373.0871117288297,pasar pspt,1,15,0.7678780537443064,-1,0.5386
alfamart abdullah syafei,4.3,56,-6.2233659,106.8491521,"jl. kh. abdullah syafei no.27, kel no.01, rt.4/rw.1, manggarai sel., kota jakarta selatan",ChIJAUMc7Y7zaS4RgN_gPmZvDbU,Alfamart,Manggarai Selatan,Tebet,Kota Jakarta Selatan,7,330.4,0,849.1264073101515,pasar jaya bukit duri,0,22,0.33980914047647914,-1,0.1781
alfamart,4.1,175,-6.249124,106.8586472,"jl. pengadegan timur raya no.17, rt.3/rw.2, pengadegan, kota jakarta selatan",ChIJSRHaLq_zaS4RM3bNCU2HZd8,Alfamart,Pengadegan,Pancoran,Kota Jakarta Selatan,10,74.95,0,269.4857485224226,pasar kaget pengadegan,1,15,0.8663708893647858,-1,0.6925
alfamart tegal parang 2,4.2,343,-6.2472825,106.8318862,"jl. tegal parang sel. no.3, rt.4/rw.2, tegal parang, kota jakarta selatan",ChIJyxel_CHzaS4RK3olku7tsH8,Alfamart,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan,8,98.2,0,361.388314059065,pasar ar riyadh,1,9,1.0,10,0.8147
alfamart,0.0,0,-6.2514477,106.8618801,"jl. pengadegan timur i no.30, rt.7/rw.1, pengadegan, kota jakarta selatan",ChIJ1YYQJfXzaS4RtiFyuIT23go,Alfamart,Pengadegan,Pancoran,Kota Jakarta Selatan,6,6.21,1,587.9554290110351,pasar kaget pengadegan,0,15,0.8663708893647858,9,0.3602
alfamart menteng atas selatan 3,3.5,8,-6.2177142,106.8386021,"qrjq+wc9, rt.9/rw.4, menteng atas, kota jakarta selatan",ChIJ3YwKPTbzaS4RVeL7N3tKQps,Alfamart,Menteng Atas,Setiabudi,Kota Jakarta Selatan,4,461.96,0,1431.62533952128,pasar mencos,0,-1,0.0,-1,0.0824
alfamart asem baris dua,4.5,17,-6.240856200000001,106.860392,"jl. asem baris raya no.12, rt.6/rw.14, kb. baru, kota jakarta selatan",ChIJcX-mR6HzaS4RpaepHq-g7uc,Alfamart,Kebon Baru,Tebet,Kota Jakarta Selatan,4,207.35,0,737.2972578643803,pasar bengong,0,15,1.0,43,0.3324
alfamart,4.3,271,-6.246529199999999,106.8553284,"5 jalan pengadegan utara kel no. 6 2, cikoko, kota jakarta selatan",ChIJSzw7gK_zaS4R5IGShG4jJTk,Alfamart,Cikoko,Pancoran,Kota Jakarta Selatan,8,47.6,1,465.7325249345741,pasar kaget pengadegan,1,15,0.9084913261761851,6,0.8056
alfamart,3.9,18,-6.2218534,106.8588398,"jl. bukit duri tanjakan no.kel, rt.13/rw.44, bukit duri, kota jakarta selatan",ChIJ_Q3dB4TzaS4RZxSq_Ptr8NY,Alfamart,Bukit Duri,Tebet,Kota Jakarta Selatan,12,310.31,0,621.6519424049607,pasar jaya bukit duri,0,22,0.3008755909944188,44,0.4271
alfamart mampang prapatan xiv,3.0,1,-6.2512721,106.8313689,"prxj+fgx, rt.9/rw.4, tegal parang, kota jakarta selatan",ChIJaXYbbDDzaS4RLIPv_3bV5Yg,Alfamart,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan,4,403.13,0,744.7096442323415,pasar warung buncit,0,9,0.8504085101306246,-1,0.1674
alfamart,4.3,120,-6.2516637,106.8500804,"jl. pengadegan selatan no.no, rt.3/rw.5, pengadegan, kota jakarta selatan",ChIJy5ulebHzaS4RlZiilhvlQuQ,Alfamart,Pengadegan,Pancoran,Kota Jakarta Selatan,2,22.65,1,736.9740083947067,pasar kaget pengadegan,0,-1,0.0,-1,0.0412
alfamart asem baris 9,3.3,3,-6.231533199999999,106.8595579,"jl. asem baris raya no.2, rt.4/rw.4, kb. baru, kota jakarta selatan",ChIJu7E9QdjzaS4RRrwgvXYkovU,Alfamart,Kebon Baru,Tebet,Kota Jakarta Selatan,2,550.62,0,493.3894763678198,pasar pspt,1,-1,0.0,-1,0.4412
alfamart,4.2,247,-6.232115299999999,106.8526155,"jl. tebet timur raya kel no.10a, rw.5, tebet tim., kota jakarta selatan",ChIJvxCSrJDzaS4RKB-Id--kE3M,Alfamart,Tebet Timur,Tebet,Kota Jakarta Selatan,3,236.32,0,575.793223703223,pasar pspt,0,15,0.6675419024288518,-1,0.1285
alfamart,0.0,0,-6.2422578,106.8586157,"jl. tebet timur dalam ii jl. letjen m.t. haryono no.kel, rt.11/rw.6, tebet tim., kota jakarta selatan",ChIJVZBHaVfzaS4RFTjXgXG6zA0,Alfamart,Tebet Timur,Tebet,Kota Jakarta Selatan,7,381.1,0,820.2508252016737,pasar pspt,0,15,1.0,43,0.3941
alfamart,4.3,22,-6.2209506,106.8501247,"jl. albarkah kel no.4, rw.3, manggarai sel., kota jakarta selatan",ChIJF9_lmLfzaS4RB63H3egCn4M,Alfamart,Manggarai Selatan,Tebet,Kota Jakarta Selatan,6,323.75,0,597.5881532729132,pasar jaya bukit duri,0,22,0.29658066579802894,-1,0.1532
alfamart,4.2,161,-6.2499501,106.8363977,"jl. pancoran barat vii kel no.22, rt.9/rw.6, kalibata, kota jakarta selatan",ChIJ6RtK2MjzaS4RUM3_G2pv1Kc,Alfamart,Kalibata,Pancoran,Kota Jakarta Selatan,5,22.24,1,656.690432682512,pasar ar riyadh,0,9,1.0,7,0.3529
alfamart tegal parang selatan,0.0,0,-6.2481087,106.8334975,"jl. tegal parang selatan i no.2, rw.4, tegal parang, kota jakarta selatan",ChIJQzyLgYTzaS4RebsP5hyLO0c,Alfamart,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan,7,230.87,0,386.8262327751572,pasar ar riyadh,1,9,1.0,10,0.7941
alfamart rasamala,5.0,2,-6.234524,106.839845,"jl. rasamala raya no.29, rt.1/rw.9, menteng dalam, kota jakarta selatan",ChIJEYL_Dc7zaS4RB34juQUJWKA,Alfamart,Menteng Dalam,Tebet,Kota Jakarta Selatan,1,104.45,0,1308.971706753357,pasar ar riyadh,0,-1,0.0,-1,0.0206
alfamart,0.0,0,-6.247007399999999,106.8432948,"gedung l'avenue shop 1, jl. raya pasar minggu kel no.kav.16, rt.1/rw.4, kalibata, kota jakarta selatan",ChIJP1-5SVPzaS4RG7CXt6z9WAA,Alfamart,Kalibata,Pancoran,Kota Jakarta Selatan,1,95.25,0,1082.7285559903657,pasar ar riyadh,0,-1,0.0,-1,0.0206
alfamart,4.5,117,-6.2247584,106.8629242,"jl. kp. melayu kecil no.17 a, rt.12/rw.9, bukit duri, kota jakarta selatan",ChIJmxbt6ILzaS4RDljYoNQLKVc,Alfamart,Bukit Duri,Tebet,Kota Jakarta Selatan,11,55.61,0,1146.7080715804664,pasar bengong,0,22,0.37037418861301413,3,0.4135
alfamart,4.0,122,-6.2494,106.84871,"jl. perdatam raya no.35, rt.7/rw.8, pengadegan, kota jakarta selatan",ChIJyX7I3bDzaS4Rb6or_7hHT18,Alfamart,Pengadegan,Pancoran,Kota Jakarta Selatan,2,281.38,0,885.7607249441156,pasar kaget pengadegan,0,-1,0.0,-1,0.0412
alfamart bkd,4.5,6,-6.2198946,106.8557831,"jl. tekukur dalam no.21-31, rt.9/rw.2, bukit duri, kota jakarta selatan",ChIJcVc1XIbzaS4RcyP2izqoYHE,Alfamart,Bukit Duri,Tebet,Kota Jakarta Selatan,5,573.33,0,235.30531788231198,pasar jaya bukit duri,1,22,0.3311595410209738,44,0.6861
alfamart,3.9,26,-6.223748899999999,106.8551894,"jl. sawo kecik raya no.4, rt.0 kel, rt.6/rw.6, bukit duri, kota jakarta selatan",ChIJ7U7upoXzaS4RujBBzm_mTGw,Alfamart,Bukit Duri,Tebet,Kota Jakarta Selatan,17,274.94,0,633.0725928965699,pasar jaya bukit duri,0,22,0.3758995415769355,-1,0.3876
alfamart,0.0,0,-6.22884,106.83263,"ariobimo sentral, jl. h. r. rasuna said no.kel, rt.1/rw.2, kuningan, kuningan tim., kota jakarta selatan",ChIJj_61hA3zaS4RYO2Bom0a2e0,Alfamart,Kuningan Timur,Setiabudi,Kota Jakarta Selatan,1,847.72,0,1761.8327344622712,pasar ar riyadh,0,-1,0.0,-1,0.0206
alfamart apartemen signature,3.0,2,-6.242746899999999,106.8545314,"jl. letjen m.t. haryono no.10, rw.9, tebet tim., kota jakarta selatan",ChIJaY52jS7zaS4Rhs70E5KpMKc,Alfamart,Tebet Timur,Tebet,Kota Jakarta Selatan,9,36.36,1,890.7169940815237,pasar pspt,0,15,1.0,8,0.4353
alfamart,4.7,11,-6.218932499999999,106.8302356,"jl.hr. rasuna said kav. 3 - 5 kel, rt.6/rw.7, kuningan, setia budi, kota jakarta selatan",ChIJXVCj6unzaS4R3_PYMijRI8o,Alfamart,Setia Budi,Setiabudi,Kota Jakarta Selatan,6,39.73,1,734.0299257333787,pasar mencos,0,24,0.9199618318185165,-1,0.2155
alfamart bukit duri utara,5.0,1,-6.2168284,106.8551025,"10, jl. bukit duri utara raya no.27, rw.1, bukit duri, kota jakarta selatan",ChIJKdryITrzaS4Rr3YGBQKOJss,Alfamart,Bukit Duri,Tebet,Kota Jakarta Selatan,2,845.74,0,146.02754298431273,pasar jaya bukit duri,1,-1,0.0,-1,0.4412
alfamart,3.8,6,-6.217207399999999,106.8442193,"jl.dr. saharjo no. 96, kel no.1, rt.1/rw.7, menteng atas, kota jakarta selatan",ChIJpTDO7ojzaS4Rr4Rj2cGIbD4,Alfamart,Menteng Atas,Setiabudi,Kota Jakarta Selatan,9,113.13,0,1161.8065646382656,pasar jaya bukit duri,0,23,0.7867907573540222,0,0.414
alfamart tegal parang 3,4.0,148,-6.2436208,106.8322451,"qr4j+hv3, jl. tegal parang utara, rt.4/rw.7, mampang prpt., kota jakarta selatan",ChIJfecMjMTzaS4R4fJ9fakjI5Q,Alfamart,Mampang Prapatan,Mampang Prapatan,Kota Jakarta Selatan,7,67.22,0,205.34996827913022,pasar ar riyadh,1,9,1.0,10,0.7941
alfamart,5.0,4,-6.225860000000001,106.8587594,"rt.1/rw.5, kb. baru, kota jakarta selatan",ChIJqeWQWf7zaS4RJW-5-q6ZFk8,Alfamart,Kebon Baru,Tebet,Kota Jakarta Selatan,16,6.21,1,975.2047896127815,pasar jaya bukit duri,0,22,1.0,2,0.5794
alfamart mampang prapatan 2,4.2,180,-6.2433977,106.8291506,"jl. mampang prapatan ii no.19, rt.10/rw.2, mampang prpt., kota jakarta selatan",ChIJv7kzTtvzaS4RPboho4y1LBs,Alfamart,Mampang Prapatan,Mampang Prapatan,Kota Jakarta Selatan,6,372.7,0,531.4627669103712,pasar ar riyadh,0,9,1.0,-1,0.2235
