store,nama_tempat,latitude,longitude,competitor_density_500m,jarak_kompetitor_meter,kompetitor_head_to_head,cluster_hdbscan_prob,is_hotspot,pasar_density_500m,retail_vs_pasar_ratio,pelanggaran_zonasi,jarak_pasar_meter,pasar_terdekat,spatial_risk_score,cluster_dbscan_raw,cluster_hdbscan_makro
Alfamart,alfamart,-6.2452254,106.7725276,3,91.9,0,0.0,0,0,3.0,0,1031.611358793521,pasar sayur cipulir,0.0882,-1,-1
Alfamart,alfamart express stasiun kebayoran lama,-6.2374573,106.7825889,3,32.85,1,1.0,1,0,3.0,0,1037.2971341368573,pasar mayestik,0.5882,27,7
Alfamart,alfamart,-6.2333072,106.7605881,6,1.1,1,1.0,0,1,3.0,1,480.6495257782279,pasar apoh,0.3765,-1,17
Alfamart,alfamart,-6.2498001,106.7567651,1,310.75,0,0.0,0,1,0.5,1,219.5268906780363,pasar pesanggrahan,0.0294,-1,-1
Alfamart,mitra ukm alfamart,-6.2516093,106.7831185,8,120.84,0,1.0,1,0,8.0,0,1515.2246398957097,pasar mayestik,0.7353,30,18
Alfamart,alfamart,-6.2276746,106.7604631,3,83.32,0,0.0,0,0,3.0,0,640.346345182566,pasar alfa indah,0.0882,-1,-1
Alfamart,alfamart kostrad darma putra,-6.2546937,106.7837214,7,277.28,0,0.9209322624329407,1,0,7.0,0,1768.0359374199907,pasar mayestik,0.6901,30,18
Alfamart,alfamart,-6.2553617,106.790579,4,75.41,0,0.893551765553531,0,0,4.0,0,1629.1106441573847,pasar mayestik,0.2964,-1,20
Alfamart,alfamart ulujami perdatam 2,-6.241565200000001,106.763046,2,54.9,0,0.0,0,0,2.0,0,593.1464257413123,pasar apoh,0.0588,-1,-1
Alfamart,alfamart,-6.2562549,106.7620386,2,254.84,0,0.0,0,0,2.0,0,765.4885051649374,pasar pesanggrahan,0.0588,-1,-1
Alfamart,alfamart kyai maja,-6.2415428,106.793223,2,198.73,0,0.0,0,1,1.0,1,223.1886271715349,pasar mayestik,0.0588,-1,-1
Alfamart,alfamart,-6.257043599999999,106.7772368,3,170.81,0,0.0,0,0,3.0,0,2335.7493815465314,pasar pesanggrahan,0.0882,-1,-1
Alfamart,alfamart,-6.2136295,106.7798298,0,512.2,0,0.0,0,0,0.0,0,2307.80046787489,pasar cidodol,0.0,-1,-1
Alfamart,alfamart,-6.207507300000001,106.7834121,1,153.88,0,0.0,0,0,1.0,0,3086.204407088715,pasar cidodol,0.0294,-1,-1
Alfamart,alfamart,-6.2187475,106.7937508,2,192.73,0,0.0,0,0,2.0,0,2458.6468775248154,pasar mayestik,0.0588,-1,-1
Alfamart,alfamart fatmawati 4,-6.2799761,106.79663,5,155.06,0,1.0,1,0,5.0,0,769.9216561802948,pasar mede pd pasar jaya,0.6471,19,19
Alfamart,alfamart,-6.2600554,106.796534,4,59.63,0,0.6351834121826689,1,0,4.0,0,2223.0041499981835,pasar mayestik,0.5447,23,21
Alfamart,alfamart,-6.292159799999999,106.7715761,1,766.57,0,0.0,0,0,1.0,0,2687.811580289074,pasar mede pd pasar jaya,0.0294,-1,-1
Alfamart,alfamart,-6.267619600000001,106.7970639,11,65.23,0,1.0,1,0,11.0,0,1705.628849339375,pasar cipete selatan,0.8235,18,21
Alfamart,alfamart,-6.277399399999999,106.7765074,6,3.35,1,1.0,0,0,6.0,0,2321.9914498908033,pasar mede pd pasar jaya,0.3765,-1,8
Alfamart,alfamart raya radio dalam,-6.2623865,106.7887372,2,35.81,1,0.0,0,0,2.0,0,2425.450806802295,pasar mayestik,0.0588,-1,-1
Alfamart,alfamart mangga raya,-6.2706697,106.7969812,7,136.5,0,0.8182534519930186,1,0,7.0,0,1493.9901151990025,pasar cipete selatan,0.6695,18,21
Alfamart,alfamart pos fatmawati(1m1f),-6.2943276,106.7947017,7,37.91,1,1.0,1,0,7.0,0,842.8903847701674,pasar mede pd pasar jaya,0.7059,21,16
Alfamart,alfamart,-6.266555299999999,106.774843,6,110.69,0,1.0,1,0,6.0,0,2585.9560753872174,pasar pesanggrahan,0.6765,22,8
Alfamart,alfamart,-6.274661099999999,106.7633277,3,209.7,0,1.0,0,0,3.0,0,2645.783409712045,pasar pesanggrahan,0.2882,-1,4
Alfamart,alfamart,-6.259331,106.789079,5,377.38,0,0.9632515706235664,0,0,5.0,0,2083.619311870049,pasar mayestik,0.3397,-1,20
Alfamart,alfamart,-6.2609176,106.7672296,7,4.75,1,1.0,0,0,7.0,0,1538.6790786832614,pasar pesanggrahan,0.4059,-1,8
Alfamart,alfamart,-6.275189699999999,106.7734774,4,287.46,0,1.0,0,0,4.0,0,2732.417069106082,pasar mede pd pasar jaya,0.3176,-1,8
Alfamart,alfamart,-6.282293699999999,106.7923652,3,84.56,0,0.9507864160475955,0,0,3.0,0,592.966442689824,pasar mede pd pasar jaya,0.2784,-1,19
Alfamart,alfamart,-6.2644372,106.7750567,4,69.7,0,1.0,1,0,4.0,0,2462.3833967104333,pasar pesanggrahan,0.6176,22,8
Alfamart,alfamart,-6.265090300000001,106.7661347,6,65.49,0,1.0,1,0,6.0,0,1805.9243459085296,pasar pesanggrahan,0.6765,24,8
Alfamart,alfamart,-6.2904353,106.7954148,6,85.95,0,1.0,1,1,3.0,1,407.9049321843446,pasar mede pd pasar jaya,0.6765,21,16
Alfamart,alfamart,-6.267047499999999,106.792991,5,180.17,0,0.602822311894924,0,0,5.0,0,2087.9096139874,pasar cipete selatan,0.2676,-1,21
Alfamart,alfamart,-6.2829676,106.7717234,2,22.26,1,0.0,0,0,2.0,0,2637.9587628791774,pasar mede pd pasar jaya,0.0588,-1,-1
Alfamart,alfamart pondok indah 1,-6.2874722,106.7768054,3,299.91,0,0.864520734933026,0,0,3.0,0,2043.6565696698121,pasar mede pd pasar jaya,0.2611,-1,8
Alfamart,alfamart ciputat raya 5,-6.2644227,106.7750253,4,67.87,0,1.0,1,0,4.0,0,2458.6142458163386,pasar pesanggrahan,0.6176,22,8
Alfamart,alfamart,-6.2633835,106.7634433,5,36.91,1,1.0,0,0,5.0,0,1486.1718122426591,pasar pesanggrahan,0.3471,-1,8
Alfamart,alfamart,-6.258382699999999,106.7680629,4,87.03,0,1.0,0,0,4.0,0,1447.4401690164373,pasar pesanggrahan,0.3176,-1,8
Alfamart,alfamart,-6.2844107,106.7809859,3,16.84,1,0.864520734933026,1,0,3.0,0,1601.7281616949663,pasar mede pd pasar jaya,0.5611,20,8
Alfamart,alfamart,-6.2962773,106.7897248,3,54.31,0,0.7731469069701596,0,0,3.0,0,1222.714950659116,pasar mede pd pasar jaya,0.2429,-1,16
Alfamart,alfamart ciputat raya 2,-6.275048399999999,106.7735843,5,305.63,0,1.0,0,0,5.0,0,2729.469059472057,pasar mede pd pasar jaya,0.3471,-1,8
Alfamart,pt. sumber alfaria trijaya (alfamart),-6.2756386,106.762513,2,75.28,0,1.0,0,0,2.0,0,2728.1848043353866,pasar pesanggrahan,0.2588,-1,4
Alfamart,alfamart,-6.258272300000001,106.7839248,3,126.63,0,0.0,1,0,3.0,0,2117.1348444081514,pasar mayestik,0.3882,30,-1
Alfamart,alfamart ciputat,-6.2799786,106.7724433,3,257.41,0,0.9897417152376221,0,0,3.0,0,2634.822104030233,pasar mede pd pasar jaya,0.2862,-1,8
Alfamart,alfamart kesehatan raya dekat sari indah,-6.2706111,106.7594005,3,173.52,0,1.0,0,0,3.0,0,2114.4808050337183,pasar pesanggrahan,0.2882,-1,4
Alfamart,alfamart kesehatan bintaro,-6.270978599999999,106.7638361,2,613.3,0,1.0,0,0,2.0,0,2273.3630620711588,pasar pesanggrahan,0.2588,-1,4
Alfamart,di depan alfamart,-6.2665447,106.7971267,12,46.97,1,1.0,1,0,12.0,0,1787.0925212440786,pasar cipete selatan,0.8529,18,21
Alfamart,alfamart muhasyim,-6.287512299999999,106.7906552,1,81.85,0,0.0,0,0,1.0,0,518.0248133931573,pasar mede pd pasar jaya,0.0294,-1,-1
Alfamart,alfamart,-6.247622199999999,106.7950681,5,281.44,0,1.0,0,0,5.0,0,868.0598914421229,pasar mayestik,0.3471,-1,20
Alfamart,alfamart yado 3,-6.255731399999999,106.790674,4,72.21,0,0.9632515706235664,0,0,4.0,0,1669.6399801736036,pasar mayestik,0.3103,-1,20
Alfamart,alfamart,-6.2506507,106.793953,7,45.66,1,0.9580815927686472,0,0,7.0,0,1139.083567318409,pasar mayestik,0.3975,-1,20
Alfamart,alfamart petogogan raya,-6.254885799999999,106.796434,5,73.12,0,0.6351834121826689,1,0,5.0,0,1670.1720518341372,pasar mayestik,0.5741,23,21
Alfamart,alfa midi,-6.2468046,106.7948782,5,317.98,0,1.0,0,0,5.0,0,778.3297148303818,pasar mayestik,0.3471,-1,20
Alfamart,alfamart,-6.2542811,106.8012815,4,242.22,0,0.6351834121826689,1,0,4.0,0,1862.4191450567255,pasar mayestik,0.5447,23,21
Alfamart,alfamart,-6.259575099999999,106.8022096,2,249.3,0,0.0,0,0,2.0,0,2191.516413569647,pasar cipete selatan,0.0588,-1,-1
Alfamart,alfamart,-6.2657246,106.7998702,10,213.76,0,1.0,1,0,10.0,0,1674.5857333206754,pasar cipete selatan,0.7941,18,21
Alfamart,alfamart,-6.274270899999999,106.7549809,3,324.24,0,1.0,0,0,3.0,0,2509.4112870345034,pasar pesanggrahan,0.2882,-1,4
Alfamart,alfamart,-6.269869099999999,106.7545909,4,350.3,0,1.0,0,0,4.0,0,2026.5616968742331,pasar pesanggrahan,0.3176,-1,4
Alfamart,alfamart,-6.245343399999999,106.8012186,8,16.59,1,1.0,1,0,8.0,0,1202.7461371690106,pasar mayestik,0.7353,28,20
Alfamart,alfamart faletehan,-6.2417419,106.8016892,8,104.09,0,1.0,1,0,8.0,0,1145.5141302214186,pasar mayestik,0.7353,28,20
Alfamart,alfamart,-6.2392731,106.8100952,3,68.32,0,0.0,1,1,1.5,1,345.70677322967583,pasar santa,0.3882,17,-1
Alfamart,alfamart,-6.240064299999999,106.8042097,3,351.95,0,0.0,1,0,3.0,0,992.3204705845212,pasar santa,0.3882,28,-1
Alfamart,alfamart,-6.216807999999999,106.8179903,4,207.12,0,0.8700954554479563,1,0,4.0,0,945.7858790673397,pasar karbela,0.5917,12,24
Alfamart,alfamart koppeg pt pln,-6.2407841,106.8035925,4,246.83,0,0.9082819503488149,1,0,4.0,0,1079.1455171042992,pasar santa,0.5993,28,20
Alfamart,alfamart,-6.236459,106.8006485,0,696.06,0,0.0,0,0,0.0,0,1129.751355418133,pasar mayestik,0.0,-1,-1
Alfamart,sumber alfaria trijaya. pt (alfamart),-6.2670737,106.8019836,5,468.32,0,0.0,1,0,5.0,0,1427.1637010140616,pasar cipete selatan,0.4471,18,-1
Alfamart,alfamart,-6.2776194,106.801396,2,381.41,0,1.0,0,0,2.0,0,737.9750831962415,pasar cipete selatan,0.2588,-1,19
Alfamart,alfamart,-6.2856815,106.8292432,2,98.38,0,1.0,0,0,2.0,0,1262.727598749458,pasar minggu,0.2588,-1,0
Alfamart,alfamart kaplongan,-6.2895993,106.8399531,2,296.36,0,0.0,0,1,1.0,1,1.6077752928052451,pasar minggu,0.0588,-1,-1
Alfamart,alfamart,-6.2891661,106.8244073,2,22.32,1,1.0,0,0,2.0,0,1719.939238663461,pasar minggu,0.2588,-1,0
Alfamart,alfamart,-6.289572,106.8126228,2,180.75,0,0.0,0,0,2.0,0,1340.4458320977567,pasar cipete selatan,0.0588,-1,-1
Alfamart,alfamart,-6.2929597,106.803038,1,481.98,0,0.0,0,0,1.0,0,1099.3870853104845,pasar mede pd pasar jaya,0.0294,-1,-1
Alfamart,alfamart,-6.2927034,106.8100407,2,364.23,0,1.0,0,0,2.0,0,1604.1061429242977,pasar cipete selatan,0.2588,-1,0
Alfamart,alfamart,-6.310429000000001,106.8373362,7,214.14,0,0.9787477002507196,1,0,7.0,0,2107.588095715613,pasar kambing swadaya iii,0.7016,35,12
Alfamart,alfamart lenteng agung 5,-6.3163063,106.8361512,0,557.06,0,0.0,0,0,0.0,0,1453.9535143083897,pasar kambing swadaya iii,0.0,-1,-1
Alfamart,alfamart,-6.3077549,106.8388917,9,114.48,0,0.9787477002507196,1,0,9.0,0,2021.0348659571732,pasar minggu,0.7605,35,12
Alfamart,alfamart,-6.3001102,106.8147245,2,353.77,0,0.0,0,0,2.0,0,2523.263923002269,pasar cipete selatan,0.0588,-1,-1
Alfamart,alfamart,-6.3022797,106.8264828,1,130.78,0,0.0,0,0,1.0,0,2050.397562553137,pasar minggu,0.0294,-1,-1
Alfamart,alfamart,-6.3071224,106.8350381,5,100.19,0,0.9787477002507196,1,0,5.0,0,2021.863405586056,pasar minggu,0.6428,35,12
Alfamart,alfamart cilandak kko 2,-6.302779399999999,106.8144748,1,650.57,0,0.9988134993333636,0,0,1.0,0,2519.9341425091857,pasar pondok labu,0.2292,-1,0
Alfamart,alfamart,-6.316942099999999,106.8251017,4,113.33,0,0.9074911949176301,0,0,4.0,0,1822.2274590267425,pasar lenteng agung,0.2991,-1,1
Alfamart,alfamart,-6.313207200000001,106.8032178,3,262.68,0,0.6495643296550987,0,0,3.0,0,1051.0874134734336,pasar pondok labu,0.2181,-1,6
Alfamart,alfamart,-6.312712599999999,106.8257501,2,129.67,0,0.0,0,0,2.0,0,2211.206372051105,pasar kambing swadaya iii,0.0588,-1,-1
Alfamart,alfamart,-6.312118,106.838574,4,22.89,1,0.8792428663967458,1,0,4.0,0,1929.9513589504425,pasar kambing swadaya iii,0.5935,35,12
Alfamart,alfamart - kebagusan city,-6.307295,106.8351857,5,77.74,0,0.9787477002507196,1,0,5.0,0,2036.063117032934,pasar minggu,0.6428,35,12
Alfamart,alfamart,-6.2959898,106.8365489,1,22.75,1,1.0,0,0,1.0,0,803.4318688277467,pasar minggu,0.2294,-1,11
Alfamart,alfamart,-6.3179633,106.8191259,1,385.85,0,0.0,0,0,1.0,0,2147.800940045894,pasar lenteng agung,0.0294,-1,-1
Alfamart,alfamart cilandak kko 3,-6.309416199999999,106.8138852,2,46.09,1,0.0,0,0,2.0,0,2246.6533633213585,pasar pondok labu,0.0588,-1,-1
Alfamart,alfamart tanjung barat,-6.3044692,106.8398007,6,436.97,0,0.9787477002507196,1,0,6.0,0,1652.3108744635044,pasar minggu,0.6722,33,12
Alfamart,alfamart,-6.2984046,106.8407504,5,141.82,0,1.0,1,0,5.0,0,981.732487594568,pasar minggu,0.6471,32,11
Alfamart,alfamart,-6.2955397,106.841134,9,280.36,0,1.0,1,0,9.0,0,671.8962203940164,pasar minggu,0.7647,32,11
Alfamart,alfamart,-6.3212652,106.8254171,3,39.69,1,0.9074911949176301,0,0,3.0,0,1404.116774420446,pasar lenteng agung,0.2697,-1,1
Alfamart,alfamart,-6.2967705,106.8442387,5,99.98,0,1.0,1,0,5.0,0,925.8849072698366,pasar minggu,0.6471,32,11
Alfamart,alfamart nangka poltangan,-6.3027653,106.8484869,5,103.91,0,1.0,1,0,5.0,0,1739.9225874234858,pasar minggu,0.6471,34,12
Alfamart,sumber alfaria trijaya. pt (alfamart),-6.296903299999999,106.8410754,6,291.72,0,1.0,1,0,6.0,0,820.2024973619724,pasar minggu,0.6765,32,11
Alfamart,west tanjung nangka alfamart,-6.3047898,106.8422906,5,163.65,0,1.0,1,0,5.0,0,1707.36745202443,pasar minggu,0.6471,33,12
Alfamart,alfamart,-6.3274385,106.8165763,4,24.62,1,0.9396637312557696,1,0,4.0,0,1897.3847013153154,pasar lenteng agung,0.6056,36,1
Alfamart,alfamart,-6.3286377,106.8244583,2,426.05,0,0.9396637312557696,0,0,2.0,0,1019.7983096288748,pasar lenteng agung,0.2468,-1,1
Alfamart,alfamart,-6.3267655,106.8215854,2,245.52,0,0.9396637312557696,0,0,2.0,0,1386.723627320365,pasar lenteng agung,0.2468,-1,1
Alfamart,alfamart,-6.3271403,106.8293354,4,167.05,0,1.0,0,0,4.0,0,627.097970631199,pasar lenteng agung,0.3176,-1,1
Alfamart,alfamart,-6.3270311,106.8144222,4,218.03,0,0.9396637312557696,1,0,4.0,0,2139.621893460531,pasar lenteng agung,0.6056,36,1
Alfamart,alfamart,-6.3027698,106.8484726,5,102.26,0,1.0,1,0,5.0,0,1739.4881400107063,pasar minggu,0.6471,34,12
Alfamart,alfamart,-6.3243592,106.8300011,4,27.14,1,1.0,0,0,4.0,0,839.2335800619225,pasar lenteng agung,0.3176,-1,1
Alfamart,alfamart ltg agung jagakarsa,-6.3283086,106.8342246,3,286.12,0,1.0,1,2,1.0,1,295.56435812355704,pasar kambing swadaya iii,0.5882,37,1
Alfamart,alfamart,-6.315443900000001,106.8430878,0,635.07,0,0.0,0,0,0.0,0,1703.1223833526785,pasar kambing swadaya iii,0.0,-1,-1
Alfamart,alfa rancho indah (dalam),-6.309573200000001,106.850957,0,500.16,0,0.0,0,0,0.0,0,2530.604043980912,pasar minggu,0.0,-1,-1
Alfamart,alfamart cv. anis star,-6.3271938,106.816634,4,35.18,1,0.9396637312557696,1,0,4.0,0,1897.268235108191,pasar lenteng agung,0.6056,36,1
Alfamart,alfamart,-6.3306239,106.8349623,5,71.27,0,1.0,1,2,1.6667,1,188.70098375057847,pasar lenteng agung,0.6471,37,1
Alfamart,alfamart ciledug pesanggrahan,-6.2363047,106.7479354,6,41.75,1,1.0,1,0,6.0,0,1292.156786958061,pasar apoh,0.6765,38,17
Alfamart,alfamart,-6.2350886,106.7512863,8,99.91,0,1.0,1,0,8.0,0,953.5463588906874,pasar apoh,0.7353,38,17
Alfamart,alfamart,-6.230081999999999,106.7457079,5,55.85,0,0.9164647595271014,1,0,5.0,0,1091.476807687553,pasar alfa indah,0.6304,39,17
Alfamart,alfamart,-6.2260319,106.7445316,5,385.62,0,0.9164647595271014,0,0,5.0,0,1138.9601933992203,pasar alfa indah,0.3304,-1,17
Alfamart,alfamart,-6.2427534,106.7520614,6,13.8,1,0.8733243563129967,0,0,6.0,0,1013.7464881071886,pasar apoh,0.3511,-1,17
Alfamart,alfamart,-6.2364448,106.7524101,7,143.18,0,1.0,1,0,7.0,0,799.3803791899803,pasar apoh,0.7059,38,17
Alfamart,outlet binaan alfamart,-6.2273784,106.7526256,3,384.54,0,0.8023238742148047,0,1,1.5,1,270.36667092774127,pasar alfa indah,0.2487,-1,17
Alfamart,alfamart,-6.2458404,106.7519896,6,61.41,0,0.8733243563129967,0,0,6.0,0,846.0681679375263,pasar pesanggrahan,0.3511,-1,17
Alfamart,alfamart h. muchtar 2,-6.2260342,106.7445134,5,386.87,0,0.9164647595271014,0,0,5.0,0,1140.9638441229654,pasar alfa indah,0.3304,-1,17
Alfamart,alfamart,-6.2430094,106.748566,4,11.34,1,0.8733243563129967,0,0,4.0,0,1332.0562761646352,pasar pesanggrahan,0.2923,-1,17
Alfamart,alfamart budi luhur,-6.2363032,106.7479061,6,38.52,1,1.0,1,0,6.0,0,1295.3953960764466,pasar apoh,0.6765,38,17
Alfamart,alfamart,-6.3389038,106.8344498,1,436.15,0,0.855608633501479,0,0,1.0,0,872.0373726353832,pasar lenteng agung,0.2005,-1,1
Alfamart,alfamart,-6.3359894,106.8270017,2,110.04,0,0.9318321210814513,0,0,2.0,0,883.6246666033891,pasar lenteng agung,0.2452,-1,1
Alfamart,alfamart,-6.3409759,106.8275507,3,23.76,1,0.9318321210814513,0,0,3.0,0,1266.866458609168,pasar lenteng agung,0.2746,-1,1
Alfamart,alfamart,-6.3390194,106.8285737,4,268.23,0,0.9318321210814513,0,0,4.0,0,1022.0662870853571,pasar lenteng agung,0.304,-1,1
Alfamart,alfamart,-6.333435799999999,106.835083,4,12.85,1,1.0,1,2,1.3333,1,320.09432914603786,pasar lenteng agung,0.6176,37,1
Alfamart,alfamart,-6.341221600000001,106.8046813,4,55.16,0,1.0,0,0,4.0,0,1039.5356756742256,pasar timbul jagakarsa,0.3176,-1,3
Alfamart,alfamart,-6.3353411,106.8132835,1,37.89,1,0.0,0,0,1.0,0,2086.2263073878876,pasar timbul jagakarsa,0.0294,-1,-1
Alfamart,alfamart,-6.3234492,106.8354947,2,200.16,0,0.9224773085183464,0,0,2.0,0,671.3538716308332,pasar kambing swadaya iii,0.2433,-1,1
Alfamart,alfamart,-6.3448658,106.8286053,5,101.87,0,0.9318321210814513,0,0,5.0,0,1613.298729733618,pasar lenteng agung,0.3334,-1,1
Alfamart,alfamart,-6.345517699999999,106.810441,3,178.71,0,1.0,0,0,3.0,0,1103.8720472107325,pasar timbul jagakarsa,0.2882,-1,3
Alfamart,alfamart,-6.3447007,106.8044728,6,241.83,0,1.0,0,0,6.0,0,675.661506760543,pasar timbul jagakarsa,0.3765,-1,3
Alfamart,alfamart,-6.3431267,106.8172234,2,480.22,0,0.0,0,0,2.0,0,1895.1711885224463,pasar timbul jagakarsa,0.0588,-1,-1
Alfamart,alfamart,-6.3360353,106.8081282,1,560.69,0,0.0,0,0,1.0,0,1718.3361266246113,pasar timbul jagakarsa,0.0294,-1,-1
Alfamart,alfamart,-6.346389599999999,106.8257072,3,107.73,0,0.905426918666317,0,0,3.0,0,1893.7038408286837,pasar lenteng agung,0.2693,-1,1
Alfamart,alfamart,-6.3450368,106.8152846,3,181.06,0,1.0,0,0,3.0,0,1616.7621543705538,pasar timbul jagakarsa,0.2882,-1,3
Alfamart,alfamart royal residence,-6.3343032,106.8069313,1,687.22,0,0.0,0,0,1.0,0,1847.8503486689062,pasar timbul jagakarsa,0.0294,-1,-1
Alfamart,alfamart,-6.357054,106.8095512,8,56.64,0,1.0,1,0,8.0,0,1179.577774716527,pasar timbul jagakarsa,0.7353,40,2
Alfamart,alfamart,-6.3492714,106.8016789,3,85.45,0,1.0,0,1,1.5,1,86.27125337484131,pasar timbul jagakarsa,0.2882,-1,3
Alfamart,alfamart,-6.358035099999999,106.8116309,6,26.21,1,1.0,1,0,6.0,0,1425.8295853330692,pasar timbul jagakarsa,0.6765,40,2
Alfamart,alfamart srengseng sawah 4 (eh83),-6.357146999999999,106.8095228,8,64.79,0,1.0,1,0,8.0,0,1184.106182761043,pasar timbul jagakarsa,0.7353,40,2
Alfamart,alfamart,-6.3629942,106.8021022,1,19.32,1,0.0,0,0,1.0,0,1442.182719250074,pasar timbul jagakarsa,0.0294,-1,-1
Alfamart,alfamart,-6.3633345,106.8067338,4,41.58,1,0.7358036768967533,0,0,4.0,0,1585.926241073899,pasar timbul jagakarsa,0.2648,-1,2
Alfamart,alfamart,-6.3519106,106.8104356,4,16.89,1,1.0,1,0,4.0,0,1004.1734060279275,pasar timbul jagakarsa,0.6176,40,2
Alfamart,alfamart m. kafi 1,-6.354785,106.8104626,9,83.27,0,1.0,1,0,9.0,0,1117.8666835688966,pasar timbul jagakarsa,0.7647,40,2
Alfamart,alfamart jl.aselih,-6.3518666,106.8010337,2,213.97,0,0.0,0,1,1.0,1,211.2994189048322,pasar timbul jagakarsa,0.0588,-1,-1
Alfamart,alfamart,-6.352576699999999,106.8188851,2,43.36,1,0.0,0,0,2.0,0,1936.7922432184891,pasar timbul jagakarsa,0.0588,-1,-1
Alfamart,alfamart,-6.348487899999999,106.8200177,2,463.75,0,0.0,0,0,2.0,0,2048.4996385764484,pasar timbul jagakarsa,0.0588,-1,-1
Alfamart,sumber alfaria trijaya. pt (alfamart),-6.350979499999999,106.8326992,0,737.65,0,0.0,0,0,0.0,0,2207.181348675415,pasar lenteng agung,0.0,-1,-1
Alfamart,alfamart,-6.304666999999999,106.8503666,5,53.57,0,1.0,1,0,5.0,0,2031.084996131156,pasar minggu,0.6471,34,12
Alfamart,alfamart tb.simatupang 3,-6.3039748,106.8430684,4,93.27,0,1.0,1,0,4.0,0,1633.7161481391568,pasar minggu,0.6176,33,12
Alfamart,alfamart setiabudibarat,-6.2104934,106.8230285,6,5.17,1,1.0,1,1,3.0,1,488.3558174939863,pasar karbela,0.6765,41,24
Alfamart,alfamart karbela 3,-6.2092301,106.8266949,6,289.71,0,0.9438552088805704,1,1,3.0,1,486.62956013785356,pasar mencos,0.6652,41,24
Alfamart,alfamart,-6.303783,106.7814079,5,238.86,0,1.0,1,0,5.0,0,1657.5857223011112,pasar pondok labu,0.6471,42,5
Alfamart,sumber alfaria trijaya. pt (alfamart),-6.3065871,106.7813887,4,82.25,0,1.0,1,0,4.0,0,1504.6714891821962,pasar pondok labu,0.6176,42,5
Alfamart,alfamart pondok labu,-6.305074599999999,106.794028,3,149.87,0,0.7356790509504106,0,0,3.0,0,797.5413930122219,pasar pondok labu,0.2354,-1,6
Alfamart,alfamart,-6.3101879,106.7901479,5,189.63,0,1.0,0,1,2.5,1,459.6669297961552,pasar pondok labu,0.3471,-1,6
Alfamart,bright by alfamart,-6.3037727,106.7821517,5,243.24,0,1.0,1,0,5.0,0,1591.2583471302266,pasar pondok labu,0.6471,42,5
Alfamart,alfamart batan,-6.3002921,106.776064,1,278.96,0,0.0,0,0,1.0,0,2364.2290039250906,pasar pondok labu,0.0294,-1,-1
Alfamart,alfamart,-6.3083256,106.7978603,2,43.68,1,0.7928135187960175,0,0,2.0,0,628.7217339417272,pasar pondok labu,0.2174,-1,6
Alfamart,alfamart,-6.312744899999999,106.7967237,6,55.87,0,1.0,0,1,3.0,1,332.5949489124739,pasar pondok labu,0.3765,-1,6
Alfamart,alfamart,-6.311102099999999,106.7857304,1,511.52,0,1.0,0,0,1.0,0,896.1398315169203,pasar pondok labu,0.2294,-1,5
Alfamart,alfamart,-6.3105462,106.7937534,7,56.15,0,1.0,0,1,3.5,1,188.5650847598137,pasar pondok labu,0.4059,-1,6
Alfamart,alfamart,-6.288993199999999,106.7738201,3,483.04,0,0.0,0,0,3.0,0,2384.9668380262633,pasar mede pd pasar jaya,0.0882,-1,-1
Alfamart,alfamart,-6.2795082,106.8072247,0,970.84,0,0.0,0,1,0.0,1,150.09350260056004,pasar cipete selatan,0.0,-1,-1
Alfamart,alfamart margasatwa raya,-6.3130741,106.8004155,5,38.57,1,1.0,0,0,5.0,0,741.675103127653,pasar pondok labu,0.3471,-1,6
Alfamart,alfamart,-6.2086877,106.8245274,7,205.86,0,1.0,1,0,7.0,0,580.673360882932,pasar mencos,0.7059,41,24
