latitude,longitude,competitor_density_500m,jarak_kompetitor_meter,kompetitor_head_to_head,zona_kmeans,pelanggaran_zonasi
-6.2711724,106.7755201,2,481.1800128649337,0,2,0
-6.2928207,106.794356,7,171.8609788080867,0,0,0
-6.2777755,106.7968703,5,246.1331107843144,0,2,0
-6.2609562,106.7672112,8,4.749596538879605,1,2,0
-6.2743949,106.7827922,0,770.8130922360685,0,2,0
-6.2930967,106.7920496,10,323.5035673917214,0,0,0
-6.2638128,106.7750009,4,67.8714842151052,0,2,0
-6.2666653,106.7706362,1,465.1412297986617,0,2,0
-6.275743299999999,106.7971777,4,474.5436078461514,0,2,0
-6.289838899999999,106.7781069,2,299.9145267586826,0,2,0
-6.281351099999999,106.7963965,6,155.0561358919033,0,2,0
-6.268205399999999,106.7970959,10,65.23403543143853,0,2,0
-6.2637034,106.7954092,9,368.58547812768506,0,2,0
-6.2645803,106.7664311,6,65.49256166077868,0,2,0
-6.266464999999999,106.7914699,1,180.17317049018985,0,2,0
-6.2585712,106.7773998,1,170.81443099675704,0,2,0
-6.2695104,106.7975699,9,144.40000153590117,0,2,0
-6.279392199999999,106.7984418,6,210.5168066392552,0,2,0
-6.286857899999999,106.7903161,2,81.85114518892868,0,2,0
-6.2635979,106.7636982,6,36.90738478773404,1,2,0
-6.2576762,106.7967995,7,266.17800819285907,0,2,0
-6.2831678,106.7717267,2,22.26424290176136,1,2,0
-6.2763063,106.7624003,2,75.28266587957735,0,2,0
-6.26411,106.7988205,10,213.76315646863625,0,2,0
-6.2962454,106.7892345,3,54.306063737623205,0,0,0
-6.2573003,106.7640903,3,254.83660152500863,0,2,0
-6.265670699999999,106.7753023,5,110.69136745260145,0,2,0
-6.2600751,106.7970731,6,59.628076322747326,0,2,0
-6.2963167,106.7891712,3,61.34293146413785,0,0,0
-6.2590333,106.7597615,2,398.4926119860808,0,2,0
-6.264296,106.7661822,6,88.47816175915167,0,2,0
-6.296373399999999,106.7948721,5,228.2611748867157,0,0,0
-6.2947447,106.795399,7,89.94814975875376,0,0,0
-6.2180145,106.7953619,2,195.85737159757062,0,2,0
-6.2321661,106.769049,2,600.5663740446604,0,2,1
-6.218096999999999,106.778701,1,307.9418840102428,0,2,0
-6.2134016,106.7907194,1,682.3817915757975,0,2,0
-6.2444003,106.7725752,3,91.8978036017051,0,2,0
-6.2330232,106.7804064,2,548.9069382672205,0,2,0
-6.245896699999999,106.78401,4,405.92130980304853,0,2,0
-6.2321222,106.769101,2,605.4613612203468,0,2,1
-6.2450426,106.780055,5,334.6838406239246,0,2,0
-6.2131316,106.7865443,1,714.8435614922735,0,2,0
-6.2187177,106.7954941,2,192.73420091114093,0,2,0
-6.2463603,106.7796743,5,191.34713094431214,0,2,0
-6.2483714,106.7903916,7,35.41345328298296,1,2,0
-6.2458778,106.7920332,7,264.4211527192912,0,2,0
-6.2381749,106.7808075,3,212.46323866375263,0,2,0
-6.2479081,106.7781297,7,51.706287299423224,0,2,0
-6.231951899999999,106.7803754,2,480.7175571149027,0,2,0
-6.2321668,106.769016,2,600.5084129363239,0,2,1
-6.235679999999999,106.7734791,3,314.00466461887925,0,2,1
-6.238261,106.7717106,4,69.28642907478573,0,2,1
-6.2443244,106.7993778,8,232.8949227314615,0,2,0
-6.2484603,106.7904931,7,48.731176872623315,1,2,0
-6.236225300000001,106.7826683,4,137.2731955133883,0,2,0
-6.2476761,106.7817145,10,299.71558701235574,0,2,0
-6.2410821,106.7629435,2,54.90016354629118,0,2,0
-6.225558899999999,106.7751594,3,464.9785792680042,0,2,0
-6.227386999999999,106.772065,1,721.0614790418007,0,2,0
-6.239336199999999,106.7710655,4,184.20769169925148,0,2,1
-6.2375076,106.7638955,3,460.85288311776947,0,2,1
-6.247976299999999,106.7728671,3,308.1798574796757,0,2,0
-6.2443344,106.7725693,3,99.18197972707189,0,2,0
-6.2253634,106.7782561,2,297.8138297650939,0,2,0
-6.2443244,106.7993621,8,234.412613437512,0,2,0
-6.2475986,106.7632979,1,169.82745440029473,0,2,0
-6.2476908,106.7976133,8,281.43623290030644,0,2,0
-6.236108,106.7608682,8,302.44733134011756,0,2,1
-6.233315999999999,106.7605835,6,1.1027421020125368,1,2,1
-6.207027699999999,106.7847179,2,153.8835107956874,0,2,0
-6.2288581,106.7857419,1,48.70518238642228,1,2,0
-6.2083321,106.7882096,1,538.2021332932602,0,2,0
-6.2550721,106.7974134,7,110.22036855815409,0,2,0
